,0
2077,"[-1.111142110491283, 0.23393530442451937, -0.23352961306998718], [0.006946893886355913 + 0.261066625275677*i + 0.1393420471468335*j + -0.9551857158319689*k]"
2078,"[-1.1108533601994013, 0.23430157866663273, -0.23347053732652473], [0.006461346665077457 + 0.261038827208414*i + 0.13884964692850613*j + -0.955268421563677*k]"
2079,"[-1.1105671837134958, 0.23467967573850732, -0.23341173076292368], [0.005961347397503082 + 0.2610017157197437*i + 0.13833663691563736*j + -0.9553562380679929*k]"
2080,"[-1.1102663206450758, 0.2350868727216013, -0.23335398631215162], [0.005434088075645237 + 0.26097503171367203*i + 0.13782435107285745*j + -0.9554407107508973*k]"
2081,"[-1.1101138159402524, 0.23587343598938426, -0.233435707961015], [0.004571056476555479 + 0.2608819167140469*i + 0.13689868347533724*j + -0.9556037261527461*k]"
2082,"[-1.1099404439101477, 0.23669235203225913, -0.23354758957876978], [0.0036800662025763056 + 0.26081351571114736*i + 0.13596360727088933*j + -0.955759731644425*k]"
2083,"[-1.109789190476537, 0.23750782710879004, -0.23361366128334637], [0.0027972688007630517 + 0.2607171495438786*i + 0.13506409715289378*j + -0.9559165407509407*k]"
2084,"[-1.1096209603041225, 0.23829567152145803, -0.2337173936184165], [0.0019290624899140265 + 0.2606365016498192*i + 0.1341217854371901*j + -0.9560733441513753*k]"
2085,"[-1.1094397406696364, 0.23909453320184912, -0.2338062359036313], [0.00104855341243549 + 0.26055801828196523*i + 0.13321033890104894*j + -0.9562235226423705*k]"
2086,"[-1.109243810700993, 0.23989838656120524, -0.23392695113428788], [0.00016109222816709258 + 0.26049803196533444*i + 0.13227410927517072*j + -0.956370382962031*k]"
2087,"[-1.1090513172045147, 0.24064906105443395, -0.23402381585681564], [-0.0006877044094635607 + 0.2604161230553865*i + 0.1313447143212205*j + -0.9565205360761075*k]"
2088,"[-1.108902691637302, 0.24144412979307406, -0.23408626542194777], [-0.0015637616577888799 + 0.260311321960473*i + 0.13043697004957758*j + -0.9566722360103037*k]"
2089,"[-1.108751217835719, 0.2422661929620263, -0.2341928035060018], [-0.0024630898864799167 + 0.2602181135853369*i + 0.12948551688226917*j + -0.956824940868512*k]"
2090,"[-1.108589479443433, 0.24304732498596227, -0.23427903318388357], [-0.003333022409529596 + 0.260114665790024*i + 0.12855033806736227*j + -0.9569765212299248*k]"
2091,"[-1.1083390660151364, 0.2436517097610849, -0.23428614270251527], [-0.004065537803722836 + 0.26003059514583243*i + 0.12776954576376232*j + -0.9571010940155656*k]"
2092,"[-1.1080742216428026, 0.2442448766097147, -0.23430378509964486], [-0.004789384092667572 + 0.25996037863088434*i + 0.12698785289406447*j + -0.9572208462833723*k]"
2093,"[-1.1078144299462251, 0.24498392268343297, -0.2342539690310427], [-0.005318518315469275 + 0.25987809465475864*i + 0.1261141464463736*j + -0.9573558958650868*k]"
2094,"[-1.1075610892147507, 0.24559450755436138, -0.23424415917963254], [-0.006044266267646666 + 0.2597931466230202*i + 0.12536212645594405*j + -0.9574734069745434*k]"
2095,"[-1.1073487774882145, 0.24614940012461226, -0.23422627408846156], [-0.006728328038154492 + 0.25966735063952506*i + 0.12458033609948081*j + -0.9576050002328734*k]"
2096,"[-1.1071313761179313, 0.24674238433305407, -0.23420421599974445], [-0.007444353841937448 + 0.25954340437799844*i + 0.12380669654486731*j + -0.9577336293199701*k]"
2097,"[-1.1069137109934204, 0.247289319549542, -0.23417612796320592], [-0.008122023564967227 + 0.25941501540650064*i + 0.12304547336084845*j + -0.9578609993105784*k]"
2098,"[-1.106705994494201, 0.24785062679456538, -0.23415687449400546], [-0.0088108528063368 + 0.2592794297761147*i + 0.12225770649095725*j + -0.9579924839848007*k]"
2099,"[-1.1064967589510437, 0.24841494951612275, -0.23413159434040715], [-0.009501552973266344 + 0.2591447607272089*i + 0.12148040491235336*j + -0.9581211952050036*k]"
2100,"[-1.1062803252853233, 0.24896090911755753, -0.23409790889914817], [-0.010177960784802362 + 0.2590105637305982*i + 0.12072476578565947*j + -0.9582460372556824*k]"
2101,"[-1.106416762358255, 0.249463383080942, -0.2339748326094334], [-0.010839464054284756 + 0.25860101124999924*i + 0.11969399606464727*j + -0.9584786749352173*k]"
2102,"[-1.1066590440142505, 0.24995727908165424, -0.233847249217182], [-0.0114831235623117 + 0.2581404167861719*i + 0.1186139440112559*j + -0.9587295736446273*k]"
2103,"[-1.1070485836895783, 0.2507020534755866, -0.23380320715170513], [-0.012312049707052415 + 0.2576504344783784*i + 0.11735689446010206*j + -0.959005748871087*k]"
2104,"[-1.1073288927983194, 0.2514364790211081, -0.23378043695514575], [-0.013152799143449906 + 0.25720918154244315*i + 0.11610984970711773*j + -0.9592647932692773*k]"
2105,"[-1.1076233298478497, 0.2522202089791588, -0.233766521500376], [-0.014025838191842194 + 0.2567665241974262*i + 0.11485221638080369*j + -0.9595223792632489*k]"
2106,"[-1.1078820059304977, 0.2529521816369222, -0.23372551443720618], [-0.014863411500044174 + 0.2563202022047173*i + 0.11363486330615409*j + -0.9597740102658048*k]"
2107,"[-1.1080844423311886, 0.25363842313156554, -0.23365194180675317], [-0.01566848321008282 + 0.2558940361189331*i + 0.11247843278211282*j + -0.960011116118734*k]"
2108,"[-1.1082101826763855, 0.2542755251589099, -0.23356516875863195], [-0.016439013519195564 + 0.25549600150624324*i + 0.11137794671924564*j + -0.960232526544192*k]"
2109,"[-1.108334741996091, 0.25484945320840086, -0.23345180945259647], [-0.017163029809432892 + 0.25509388825481716*i + 0.11032687910778623*j + -0.9604480820581274*k]"
2110,"[-1.1084614644156912, 0.2553786720427869, -0.23332857905523796], [-0.017846826272749732 + 0.25469057692767255*i + 0.10929190585669482*j + -0.960660960032441*k]"
2111,"[-1.108743494594829, 0.2558956456445219, -0.23316173931805814], [-0.018495687163470786 + 0.254223577494539*i + 0.1082405079654895*j + -0.9608913958599077*k]"
2112,"[-1.1089265599199012, 0.2564233676904237, -0.23302344724683902], [-0.019169526179517754 + 0.2537904581613699*i + 0.1071935357879895*j + -0.9611100241374886*k]"
2113,"[-1.109027304860228, 0.25689999890956655, -0.23288716124916142], [-0.019785341278428906 + 0.25338502514852007*i + 0.10618599793240167*j + -0.9613163387481147*k]"
2114,"[-1.1091070929177924, 0.2573576841809781, -0.23274346340223329], [-0.0203844209004025 + 0.2529856156038431*i + 0.10521282183714481*j + -0.961515998724496*k]"
2115,"[-1.109166270780387, 0.25780330457867184, -0.23261754861773484], [-0.02098110423138649 + 0.2525997621032983*i + 0.1042306250763132*j + -0.9617115629162363*k]"
2116,"[-1.1092438990280271, 0.2582482021653391, -0.23246745860632984], [-0.021569533031701785 + 0.25220245213735415*i + 0.10327602636253506*j + -0.961905785802053*k]"
2117,"[-1.109320067439395, 0.2586832488413753, -0.23230680455416736], [-0.022138123484483803 + 0.25179731071952693*i + 0.10233828462781926*j + -0.9620992117772653*k]"
2118,"[-1.1095572706660906, 0.259229326703776, -0.23214338683474078], [-0.022777585197296654 + 0.2513159966105042*i + 0.10126430191562849*j + -0.9623237462609917*k]"
2119,"[-1.109766724852329, 0.2597174666666733, -0.23196825569637675], [-0.023371988928036522 + 0.2508458734788589*i + 0.10023887213739201*j + -0.9625394882314179*k]"
2120,"[-1.1099471128449108, 0.2602447597470959, -0.23178449167373052], [-0.02399606582973925 + 0.2503817775663347*i + 0.09923225543966709*j + -0.9627492476069635*k]"
2121,"[-1.1101172026566408, 0.26063397208187405, -0.2315973527481894], [-0.024511081490903603 + 0.24993389294005422*i + 0.09829625150563892*j + -0.9629486502321482*k]"
2122,"[-1.1101655527124867, 0.261031870976537, -0.23144508524860433], [-0.025050338617743168 + 0.24954247601253104*i + 0.09738141011981694*j + -0.9631292198681067*k]"
2123,"[-1.1102193021527922, 0.26146825149270514, -0.2312856891741644], [-0.02562178565751347 + 0.24914475740654007*i + 0.0964580444359031*j + -0.9633100537314858*k]"
2124,"[-1.1101687093153916, 0.2618409758712661, -0.23117693257709285], [-0.026146906117280138 + 0.24881297143464187*i + 0.09556351145965934*j + -0.963470840152341*k]"
2125,"[-1.1100962231274398, 0.26217647250725434, -0.23106376471264262], [-0.02663949171861028 + 0.24850784182406882*i + 0.09473238066291424*j + -0.9636181640498764*k]"
2126,"[-1.1099981326112145, 0.26251714197589815, -0.2309517465435806], [-0.027136164915591506 + 0.24821772003548878*i + 0.09392906859591849*j + -0.9637577092229981*k]"
2127,"[-1.1098979485382652, 0.26287631276232937, -0.23084539536269594], [-0.02765117396071921 + 0.24792918960677685*i + 0.09310104920099285*j + -0.9638976730738565*k]"
2128,"[-1.1098230543564505, 0.2633009110856363, -0.23073370876089408], [-0.028223119836103455 + 0.24761019567696918*i + 0.0922128946005936*j + -0.9640484575854629*k]"
2129,"[-1.1097918488987764, 0.263767720221941, -0.2306047539850076], [-0.02882392221912842 + 0.24725300204175651*i + 0.0912901607839242*j + -0.9642101643486705*k]"
2130,"[-1.1097363089565826, 0.26422676622753777, -0.23049593087512685], [-0.029420171820683887 + 0.2469064083405508*i + 0.09035413502726466*j + -0.9643691250210603*k]"
2131,"[-1.109691769400767, 0.2646820999724495, -0.23037290050243095], [-0.030011738799637457 + 0.24655558000793287*i + 0.08943644879352439*j + -0.9645261858178747*k]"
2132,"[-1.109619708120993, 0.2651458456458709, -0.23028118355287366], [-0.030618847947458123 + 0.2462207947458316*i + 0.08848723628480747*j + -0.9646801622298337*k]"
2133,"[-1.109562040318947, 0.2656126929321291, -0.23017682509682144], [-0.031227097004089568 + 0.24587629238521064*i + 0.0875461528208963*j + -0.9648343839135606*k]"
2134,"[-1.1095111160857511, 0.2660524145406586, -0.23006914106845613], [-0.03181352300915869 + 0.24552865304414823*i + 0.08661645528176551*j + -0.9649876527513158*k]"
2135,"[-1.1094402193736144, 0.2665139279802178, -0.22995821525014035], [-0.032413630251463356 + 0.2451863714114335*i + 0.08570117114546368*j + -0.965136419949176*k]"
2136,"[-1.1094161275265777, 0.26706458701153124, -0.22998337030583552], [-0.03319813552858422 + 0.24462479371467888*i + 0.08470649576704417*j + -0.9653400456172655*k]"
2137,"[-1.1094297739847658, 0.26767484713502676, -0.22990207041655167], [-0.03391046363276063 + 0.24422295379392112*i + 0.08362382043124887*j + -0.9655114116119321*k]"
2138,"[-1.109320880649025, 0.2682538623816332, -0.22986682851904022], [-0.03461464756580957 + 0.24388543748495325*i + 0.08258530355571132*j + -0.9656611140525846*k]"
2139,"[-1.109216386092807, 0.26883531277575873, -0.22983066759708415], [-0.03532187722844672 + 0.24354824978326242*i + 0.08154460391007917*j + -0.9658090352599299*k]"
2140,"[-1.1090591269605716, 0.2692942477796369, -0.2297772290191528], [-0.03593181914784595 + 0.24326518122693483*i + 0.08062378457159793*j + -0.9659351745001864*k]"
2141,"[-1.1089161726207102, 0.2697567423878782, -0.22972173957184114], [-0.03654352572627452 + 0.24296609887145554*i + 0.07968590782525194*j + -0.9660653195414608*k]"
2142,"[-1.1087611479802504, 0.2702109371909667, -0.2296667491610434], [-0.037149029118549476 + 0.24267879080926247*i + 0.07876610253809595*j + -0.9661898649943818*k]"
2143,"[-1.1086072332703343, 0.2706689375065259, -0.22960482268770127], [-0.037755929910707774 + 0.24238676949005952*i + 0.07785557911108011*j + -0.9663134338991821*k]"
2144,"[-1.1084627283540378, 0.2711147369483682, -0.22956675768139226], [-0.03836257164322551 + 0.24209238899323132*i + 0.07690042082882181*j + -0.9664398137312114*k]"
2145,"[-1.1083349744009334, 0.2715971423007746, -0.22950460849139656], [-0.03899202850186349 + 0.24178241332190675*i + 0.07595124161470321*j + -0.9665672740263502*k]"
2146,"[-1.1081920852817215, 0.2720501236642884, -0.22944569746122867], [-0.03959760629721039 + 0.24148216905019979*i + 0.07502468368094592*j + -0.9666900684526121*k]"
2147,"[-1.1080232821530975, 0.2724539626397644, -0.2293758470845639], [-0.04016265728070292 + 0.24121750886680793*i + 0.07418504923916182*j + -0.9667976276582537*k]"
2148,"[-1.1078116508040732, 0.2728762760984324, -0.22934250719784555], [-0.04075394133833987 + 0.24099450649214346*i + 0.07333247202924868*j + -0.9668935373928605*k]"
2149,"[-1.107627746999877, 0.2733070424770171, -0.2292977341825297], [-0.041348818675271314 + 0.24073393489884823*i + 0.07245075288510457*j + -0.966999656767601*k]"
2150,"[-1.1074351429676268, 0.2737663041770184, -0.22924579886526578], [-0.041963127423261734 + 0.24047852795640406*i + 0.07157983420430197*j + -0.9671015980051242*k]"
2151,"[-1.1077556931886332, 0.2734200151656423, -0.229334402318081], [-0.04186754299433881 + 0.24006529903816898*i + 0.07058033434566938*j + -0.9672818500545667*k]"
2152,"[-1.108092509413697, 0.27307924252605476, -0.2294289573610168], [-0.041773039724191156 + 0.23966034627309796*i + 0.06957885770520239*j + -0.9674588953216045*k]"
2153,"[-1.1084472953176552, 0.27275271304205995, -0.22953503477882356], [-0.0416827476906194 + 0.23925926064934744*i + 0.06857267694267323*j + -0.9676338887799474*k]"
2154,"[-1.1087965703070757, 0.27242314227874953, -0.22963731596455136], [-0.041590992295989046 + 0.23885436353487352*i + 0.06756707974130334*j + -0.9678085927059223*k]"
2155,"[-1.109184405220153, 0.2721171032576426, -0.22975952674865516], [-0.0414998801485756 + 0.2384785143356307*i + 0.06655489085332159*j + -0.967975312005129*k]"
2156,"[-1.1096034706844284, 0.2718409839225212, -0.2299139460021112], [-0.04141278203507258 + 0.23811505277089176*i + 0.06553805620123028*j + -0.9681378860045688*k]"
2157,"[-1.1100240857654606, 0.2715609620660745, -0.23007009735914427], [-0.041330431200008864 + 0.23775647122057267*i + 0.06452220603004351*j + -0.9682977541947411*k]"
2158,"[-1.1104122028152117, 0.27126355249143436, -0.23020332148587092], [-0.041245642487548334 + 0.23736628501964543*i + 0.0635065354911401*j + -0.9684642294177284*k]"
2159,"[-1.1107789657274447, 0.2709471992534995, -0.23031535844239012], [-0.041158871584053014 + 0.23697269203341256*i + 0.062493974492156545*j + -0.9686301635157448*k]"
2160,"[-1.111150618322864, 0.2706333149532534, -0.23042838439923938], [-0.04107324734600289 + 0.23658270374474089*i + 0.061480635425138666*j + -0.9687939637038432*k]"
2161,"[-1.1115406457010215, 0.2703298115887936, -0.23055544124866348], [-0.040993335427813825 + 0.23619992461637732*i + 0.060466080226793444*j + -0.9689545888243305*k]"
2162,"[-1.1119036206149195, 0.2700004725215754, -0.2306577340528796], [-0.040907138664440464 + 0.235809417613509*i + 0.059457527394548494*j + -0.9691157448969615*k]"
2163,"[-1.112245265969593, 0.2696583561697929, -0.23075229698047844], [-0.04082063637401336 + 0.23540199275609658*i + 0.058452883226032995*j + -0.9692795457942167*k]"
2164,"[-1.112583048166586, 0.2693156283232893, -0.23084223762965125], [-0.040732684296742365 + 0.2349932633944719*i + 0.05744795861556318*j + -0.969442492693663*k]"
2165,"[-1.1129093272605046, 0.2689677400539938, -0.23092190278818558], [-0.040641163688355915 + 0.2345816593733511*i + 0.05644447565812148*j + -0.9696049515485062*k]"
2166,"[-1.113234103999736, 0.2686171048677856, -0.2309975069112596], [-0.040550051473444586 + 0.2341723703940285*i + 0.05544178004506708*j + -0.969765540373021*k]"
2167,"[-1.1135545937318299, 0.268262156400018, -0.23107361451230007], [-0.04046083447698044 + 0.23375974397004542*i + 0.0544404414888269*j + -0.9699255338957661*k]"
2168,"[-1.1138756908632648, 0.26791042828150696, -0.23114866488122782], [-0.04037116343218666 + 0.23334982634598206*i + 0.053436589605404615*j + -0.9700837894732472*k]"
2169,"[-1.1142034984063605, 0.26756524909560786, -0.23122593922838658], [-0.040285672881024026 + 0.23293491282032636*i + 0.052431463120045825*j + -0.9702418938723484*k]"
2170,"[-1.114545190610837, 0.26722925514074425, -0.23131382307363985], [-0.040199504290041384 + 0.2325252791461307*i + 0.05142183411622709*j + -0.9703977480337495*k]"
2171,"[-1.1148833596600436, 0.26689077687784696, -0.23140103073138474], [-0.040112453655823006 + 0.23211375302290757*i + 0.05041242358642033*j + -0.9705528240479616*k]"
2172,"[-1.1152021952757596, 0.2665357123515837, -0.23147033718464613], [-0.04002098492042874 + 0.23170388605426476*i + 0.04940887839542209*j + -0.9707061309629489*k]"
2173,"[-1.115523629193298, 0.26617992910697624, -0.23154121341721443], [-0.03993396895557903 + 0.23129525661669417*i + 0.04840536687339679*j + -0.9708577150375457*k]"
2174,"[-1.115857768412342, 0.265831056082859, -0.23161515104220531], [-0.03984792191984686 + 0.23089464658880804*i + 0.04739879700936602*j + -0.9710062612245939*k]"
2175,"[-1.116198217937032, 0.2654836892199619, -0.2316903009926269], [-0.03976205285674704 + 0.2304964704217731*i + 0.04639204073700557*j + -0.9711529924949921*k]"
2176,"[-1.1165243643974672, 0.26512499617852814, -0.23176125142210396], [-0.039676496079971056 + 0.2300994801988021*i + 0.04538737309503885*j + -0.9712980959698155*k]"
2177,"[-1.1168488245517993, 0.26476643479124695, -0.23182778852972333], [-0.03959273619120076 + 0.2297031162294796*i + 0.04438260702714922*j + -0.9714417521544119*k]"
2178,"[-1.1171696681720933, 0.26440670473681516, -0.23189160952377694], [-0.03950530300627684 + 0.2293037358854605*i + 0.04337815736354233*j + -0.9715850262365601*k]"
2179,"[-1.1174952004418253, 0.2640491437486517, -0.23195992953603034], [-0.03941900920770096 + 0.22890901505926212*i + 0.042371371329847314*j + -0.9717260269383083*k]"
2180,"[-1.1178152581694543, 0.2636886082634793, -0.23202220939255358], [-0.03933293064882301 + 0.22851267832710634*i + 0.04136597542406889*j + -0.971866108313055*k]"
2181,"[-1.1181376323985952, 0.2633289341199068, -0.23208310806977517], [-0.03924811357850366 + 0.22811855559439756*i + 0.04036017893079504*j + -0.9720044064358603*k]"
2182,"[-1.1184760308803685, 0.2629823877052299, -0.23215643286447502], [-0.03916662435089552 + 0.22772446898678456*i + 0.039348781256913705*j + -0.9721415612837662*k]"
2183,"[-1.1188115593701087, 0.2626373586393648, -0.2322276564136126], [-0.03908499743285223 + 0.2273277991034339*i + 0.03833625523725866*j + -0.9722781321539874*k]"
2184,"[-1.119142701471849, 0.2622889265481299, -0.23229411722718224], [-0.03900117053313839 + 0.22692771190877573*i + 0.037325422785073975*j + -0.972414281609854*k]"
2185,"[-1.1194727526766381, 0.2619398058296738, -0.23236002182827864], [-0.03891766496328555 + 0.22652642999842695*i + 0.036314561387978665*j + -0.9725494560674907*k]"
2186,"[-1.1198041372219398, 0.2615909549883808, -0.23242470923780173], [-0.03883404700700209 + 0.2261308236877986*i + 0.035302612048333445*j + -0.9726821130019306*k]"
2187,"[-1.1201350076868137, 0.26124238120272375, -0.2324902526715251], [-0.038750405614065196 + 0.225731241575857*i + 0.034290508621017186*j + -0.972814460038439*k]"
2188,"[-1.1204687233727668, 0.260897114869616, -0.23255768027161053], [-0.03866632057672885 + 0.22533206298039812*i + 0.03327653160399746*j + -0.9729455531993884*k]"
2189,"[-1.1207974397120597, 0.26043456738774057, -0.23249398877036223], [-0.03866973406354913 + 0.2250386438258389*i + 0.032246428023179126*j + -0.9730480092637913*k]"
2190,"[-1.1210473242439287, 0.2602013342510426, -0.23249339072255892], [-0.03837107087612434 + 0.22466541217992544*i + 0.031186536183895042*j + -0.973180617075111*k]"
2191,"[-1.1213949258465195, 0.25985396792668985, -0.2325631807061716], [-0.038293884698207714 + 0.22428489509120014*i + 0.030172858309317784*j + -0.9733033765738696*k]"
2192,"[-1.1217425605207239, 0.25950772666190547, -0.23263258645507603], [-0.03821649208933603 + 0.22390279627513385*i + 0.0291585146210445*j + -0.9734253020019852*k]"
2193,"[-1.1220938340393425, 0.25917597539845266, -0.232710667074404], [-0.03813897403807845 + 0.22350998004525066*i + 0.028137693932626173*j + -0.9735486519222593*k]"
2194,"[-1.1224485975476384, 0.2588446623023862, -0.23278911719365622], [-0.03806189708571512 + 0.22311621078259575*i + 0.027117459757572345*j + -0.9736709361239808*k]"
2195,"[-1.1228418754842424, 0.25853104617553, -0.2328913980824587], [-0.03799350716613989 + 0.22275645924960463*i + 0.02609350271318938*j + -0.9737839505721751*k]"
2196,"[-1.1232302824998508, 0.25818478257803873, -0.23315249106101316], [-0.03800816479093434 + 0.22223803758277047*i + 0.0251474883719855*j + -0.9739267107381157*k]"
2197,"[-1.1236269319684968, 0.2578180946118778, -0.233090598176117], [-0.03796544303368257 + 0.22200117225877364*i + 0.02406969846685658*j + -0.9740096273993913*k]"
2198,"[-1.1240610691148911, 0.25753413431031663, -0.23323445562378867], [-0.03790521896730204 + 0.22166647621483768*i + 0.02304311058885497*j + -0.9741130236024604*k]"
2199,"[-1.1244926951453829, 0.25721700545696186, -0.2335556909148198], [-0.03792359651255377 + 0.22118559188436496*i + 0.022104701323209793*j + -0.9742433561229595*k]"
2200,"[-1.1248180176327418, 0.2570543645254378, -0.2335849855301692], [-0.03763678681773942 + 0.2208316368337782*i + 0.021009723000566825*j + -0.9743589954379186*k]"
2201,"[-1.1245106200972141, 0.25809162031878485, -0.23384159125720594], [-0.038657682750465716 + 0.22085170725504738*i + 0.01951164920812706*j + -0.9743456278508537*k]"
2202,"[-1.1249643678053736, 0.2598300950856561, -0.2358923956942212], [-0.03912949830415409 + 0.22138475437314203*i + 0.01865197888327011*j + -0.9742226524657219*k]"
2203,"[-1.12447306064031, 0.2604279559087086, -0.23602836967126542], [-0.04035306005344122 + 0.2219131652768672*i + 0.017345802190859235*j + -0.9740766400892081*k]"
2204,"[-1.1237077522877823, 0.26078299966928636, -0.23682156414658392], [-0.0415339006343777 + 0.22157647715333514*i + 0.01652784956519627*j + -0.974117872774728*k]"
2205,"[-1.1229233842723072, 0.26142265936949555, -0.23688079746509078], [-0.04250074596070334 + 0.22202439188000084*i + 0.015218946776921321*j + -0.9739955028962406*k]"
2206,"[-1.122180218687813, 0.26202635556238957, -0.23749117794590877], [-0.04357716396540055 + 0.22170598259178065*i + 0.01423013796497248*j + -0.9740354158023431*k]"
2207,"[-1.1213674149583919, 0.26289742818722883, -0.23765980954486232], [-0.044259034476597375 + 0.2220179947403157*i + 0.01290931305547224*j + -0.9739519995950131*k]"
2208,"[-1.1206061281106254, 0.2632670892705084, -0.23812753823917238], [-0.04546956531365167 + 0.2217530116475017*i + 0.011940812612794012*j + -0.9739689612352114*k]"
2209,"[-1.1197293822444352, 0.2640964627924808, -0.23824926737525984], [-0.04608245218777632 + 0.22211765531482727*i + 0.010661647813144605*j + -0.9738719033136306*k]"
2210,"[-1.1188536975268415, 0.26433976314334545, -0.23872208118544913], [-0.0471950649513975 + 0.22193563730285906*i + 0.009822636993611328*j + -0.9738689411526065*k]"
2211,"[-1.1179209102780596, 0.26505376755940807, -0.23884724683998018], [-0.04770844797221942 + 0.22233725066160556*i + 0.00864308416801195*j + -0.9737634969829098*k]"
2212,"[-1.1172289011904641, 0.2650949219880424, -0.23912046689586802], [-0.048539246309113014 + 0.22199800817124327*i + 0.00791974077493548*j + -0.9738059887070944*k]"
2213,"[-1.1163013502362293, 0.2655451072944519, -0.2392836128281915], [-0.048759715519797485 + 0.2223547457561619*i + 0.006997380769998149*j + -0.9737206446638074*k]"
2214,"[-1.1156097155391618, 0.2656243692599694, -0.23952982605494455], [-0.049572382887796085 + 0.22208601798196478*i + 0.006222032318054885*j + -0.9737462019364045*k]"
2215,"[-1.1146973702334098, 0.26624567564241525, -0.23987364289213484], [-0.04998904451309605 + 0.22232338898378312*i + 0.005231620672182667*j + -0.9736765562981249*k]"
2216,"[-1.1139568894026681, 0.2664134435634549, -0.23994215066507638], [-0.0507201127325866 + 0.22250367277170346*i + 0.004347473621752618*j + -0.9736019131249715*k]"
2217,"[-1.1131368516042572, 0.26672204723032095, -0.2404023897432694], [-0.051467057159884685 + 0.22242849552610325*i + 0.003535777312877324*j + -0.9735831781024614*k]"
2218,"[-1.1122865897103782, 0.2672687705220713, -0.24068643152319122], [-0.05190752932322493 + 0.22257504580212886*i + 0.002593065033394539*j + -0.9735292668427957*k]"
2219,"[-1.1115032202469597, 0.26745469343776335, -0.2408169218559093], [-0.05265822331467732 + 0.22279712954982867*i + 0.0017236399637542477*j + -0.9734400750159065*k]"
2220,"[-1.1106290687456752, 0.2678089404794198, -0.24138386143007706], [-0.053482949033799396 + 0.2228598317178872*i + 0.0009150270214746002*j + -0.9733818532800337*k]"
2221,"[-1.1098077521106224, 0.2682041329984919, -0.24176878656454687], [-0.05420339052709282 + 0.22304847166977557*i + 4.006066595892186e-05*j + -0.973299219221041*k]"
2222,"[-1.1089720272544978, 0.26860871657455154, -0.24219116581707725], [-0.05494112349062193 + 0.2232603915761961*i + -0.0008532090655715536*j + -0.973208889466759*k]"
2223,"[-1.1081739726218405, 0.268935738486526, -0.24243884264862392], [-0.05580129922476087 + 0.22351567077876247*i + -0.0018017036215308361*j + -0.9731000533271021*k]"
2224,"[-1.1073746456542246, 0.2693905987719486, -0.24283517787460354], [-0.0565849020081095 + 0.22368708982502963*i + -0.0027429146571624242*j + -0.9730132122070724*k]"
2225,"[-1.1065612261101843, 0.26987408686487224, -0.24323658751263774], [-0.057387441836237764 + 0.22386610185593475*i + -0.003670244679520621*j + -0.972921980049435*k]"
2226,"[-1.105763425183386, 0.27033740690681013, -0.24363145985591633], [-0.058180805250463215 + 0.2240350626629224*i + -0.004608514425096296*j + -0.9728319722299539*k]"
2227,"[-1.1049542161975856, 0.2708194327497487, -0.24404243769072084], [-0.05899078260570922 + 0.22421793349952995*i + -0.005547142691216296*j + -0.972736159023982*k]"
2228,"[-1.1042056860812204, 0.2713503083398853, -0.24441046097384964], [-0.05983793147936282 + 0.22432696137433064*i + -0.006538614953478637*j + -0.972653115386632*k]"
2229,"[-1.1034569503556286, 0.27188757513541956, -0.24478981531931512], [-0.06069091259421272 + 0.22443586616565894*i + -0.007545461194844255*j + -0.9725678491099267*k]"
2230,"[-1.1027126921218922, 0.27241832756204326, -0.2451616072069674], [-0.06153888855679176 + 0.22453864511270016*i + -0.00854901851982778*j + -0.9724825326598392*k]"
2231,"[-1.1019319143603743, 0.2728974105045065, -0.2456370176930433], [-0.06244630378008988 + 0.22447192163718482*i + -0.009463161799893835*j + -0.9724316243877835*k]"
2232,"[-1.1011860786221583, 0.27330541131605574, -0.2458075084007749], [-0.06335487413631002 + 0.2247263308678924*i + -0.010497804305326007*j + -0.9723034671554935*k]"
2233,"[-1.1003782522447338, 0.27375313486740005, -0.2462024731024241], [-0.06413298174989424 + 0.2248913755805785*i + -0.0114162802044275*j + -0.9722039386814049*k]"
2234,"[-1.1011569334514355, 0.27568827412868346, -0.2478907209810133], [-0.06459877553748614 + 0.22597036519476793*i + -0.012585604159600399*j + -0.9719084292363857*k]"
2235,"[-1.1002606124175434, 0.27610941446043247, -0.24866909570279777], [-0.06560189248585335 + 0.225323567750966*i + -0.013391152026880786*j + -0.97198063692938*k]"
2236,"[-1.0994704960004744, 0.27650687925912243, -0.24848365520949603], [-0.06649353998427064 + 0.2258309018925563*i + -0.014645763883819812*j + -0.9717841913156512*k]"
2237,"[-1.0987612719477027, 0.27695345604020033, -0.2491331285910332], [-0.06755204380379413 + 0.2253106760676414*i + -0.015538981334229094*j + -0.9718180697470937*k]"
2238,"[-1.0979998248514125, 0.27737321864403636, -0.24909400987272587], [-0.06846639837087928 + 0.22569120781311774*i + -0.016746506898296463*j + -0.9716457098740678*k]"
2239,"[-1.0973151773777043, 0.2779855836059, -0.249745357494748], [-0.06957332313783583 + 0.22530860769411476*i + -0.01776758746885985*j + -0.9716377395109941*k]"
2240,"[-1.0965851101090138, 0.2788430679579031, -0.24984036806298748], [-0.0703349602348028 + 0.22554405505072128*i + -0.01911773456157593*j + -0.971502642726863*k]"
2241,"[-1.09593699292555, 0.2795114574218943, -0.2504950414097901], [-0.07146957472364905 + 0.2251452723709597*i + -0.02017144532124312*j + -0.9714910287858962*k]"
